total_comments,root_degree,avg_tree_size,avg_depth
6,6,1.0,1.0
22,14,1.6,1.2
5,3,1.7,1.3
68,66,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
82,74,1.1,1.1
1,1,1.0,1.0
52,42,1.2,1.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
19,4,4.8,3.5
4,2,2.0,2.0
92,66,1.4,1.3
7,5,1.4,1.4
12,5,2.4,2.0
4,2,2.0,2.0
1,1,1.0,1.0
5,3,1.7,1.7
4,3,1.3,1.3
3,3,1.0,1.0
78,70,1.1,1.1
13,7,1.9,1.9
1,1,1.0,1.0
7,4,1.8,1.5
1,1,1.0,1.0
35,35,1.0,1.0
9,4,2.2,2.0
1,1,1.0,1.0
4,4,1.0,1.0
4,4,1.0,1.0
9,9,1.0,1.0
3,1,3.0,3.0
8,3,2.7,1.7
1,1,1.0,1.0
2,1,2.0,2.0
71,21,3.4,1.8
5,5,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
286,89,3.2,1.7
8,5,1.6,1.6
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
19,11,1.7,1.5
1,1,1.0,1.0
305,303,1.0,1.0
61,19,3.2,2.1
5,5,1.0,1.0
21,10,2.1,1.9
34,22,1.5,1.4
4,2,2.0,2.0
14,9,1.6,1.3
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
38,8,4.8,3.2
6,1,6.0,3.0
5,4,1.2,1.2
4,3,1.3,1.3
2,2,1.0,1.0
16,15,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,1.5
10,3,3.3,2.7
7,7,1.0,1.0
3,2,1.5,1.5
4,2,2.0,2.0
1,1,1.0,1.0
22,10,2.2,1.8
13,7,1.9,1.9
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
27,6,4.5,2.7
6,2,3.0,2.5
1,1,1.0,1.0
4,3,1.3,1.3
8,5,1.6,1.6
1,1,1.0,1.0
9,9,1.0,1.0
6,4,1.5,1.5
2,1,2.0,2.0
7,3,2.3,1.7
1,1,1.0,1.0
96,18,5.3,3.2
2,2,1.0,1.0
4,2,2.0,2.0
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
41,8,5.1,2.6
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
14,2,7.0,6.5
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.3
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
7,2,3.5,3.0
80,30,2.7,2.3
1,1,1.0,1.0
2,2,1.0,1.0
18,4,4.5,3.0
1,1,1.0,1.0
6,5,1.2,1.2
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
6,1,6.0,5.0
66,21,3.1,2.8
3,2,1.5,1.5
17,6,2.8,2.5
53,18,2.9,2.2
15,6,2.5,2.2
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
4,1,4.0,3.0
7,6,1.2,1.2
11,4,2.8,2.2
10,8,1.2,1.2
5,5,1.0,1.0
1,1,1.0,1.0
45,23,2.0,1.8
8,6,1.3,1.3
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
25,6,4.2,3.2
6,4,1.5,1.5
4,2,2.0,1.5
2,2,1.0,1.0
4,2,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
20,20,1.0,1.0
2,2,1.0,1.0
10,7,1.4,1.3
2,2,1.0,1.0
74,19,3.9,2.3
6,3,2.0,2.0
25,10,2.5,1.6
2,1,2.0,2.0
4,3,1.3,1.3
3,2,1.5,1.5
7,7,1.0,1.0
11,6,1.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
13,12,1.1,1.1
23,7,3.3,2.7
4,4,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
15,8,1.9,1.6
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.0
3,3,1.0,1.0
1,1,1.0,1.0
12,7,1.7,1.6
62,34,1.8,1.7
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,2,3.0,2.0
1,1,1.0,1.0
13,5,2.6,1.8
40,12,3.3,1.7
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
27,12,2.2,1.7
3,2,1.5,1.5
1,1,1.0,1.0
45,20,2.2,1.7
1,1,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
14,11,1.3,1.3
1,1,1.0,1.0
3,2,1.5,1.5
38,10,3.8,2.8
1,1,1.0,1.0
3,3,1.0,1.0
8,4,2.0,1.8
33,5,6.6,3.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
17,8,2.1,1.6
1,1,1.0,1.0
23,11,2.1,2.0
7,5,1.4,1.4
1,1,1.0,1.0
17,6,2.8,1.8
2,1,2.0,2.0
2,2,1.0,1.0
2,2,1.0,1.0
39,18,2.2,1.7
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
27,8,3.4,2.5
5,2,2.5,2.0
6,3,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,6,1.5,1.3
4,2,2.0,1.5
2,2,1.0,1.0
21,8,2.6,2.1
17,6,2.8,2.2
1,1,1.0,1.0
133,37,3.6,2.8
21,5,4.2,2.6
18,2,9.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
54,17,3.2,2.1
10,4,2.5,1.8
1,1,1.0,1.0
12,8,1.5,1.4
33,3,11.0,8.7
14,4,3.5,3.0
6,3,2.0,1.7
20,7,2.9,2.1
2,2,1.0,1.0
11,5,2.2,1.8
10,7,1.4,1.3
1,1,1.0,1.0
5,5,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
13,7,1.9,1.7
5,5,1.0,1.0
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
7,1,7.0,4.0
30,9,3.3,2.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
14,6,2.3,1.5
2,2,1.0,1.0
11,10,1.1,1.1
56,7,8.0,3.6
12,9,1.3,1.3
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
16,6,2.7,2.7
24,7,3.4,2.1
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
5,4,1.2,1.2
22,13,1.7,1.6
22,21,1.0,1.0
109,57,1.9,1.6
4,4,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
2,2,1.0,1.0
29,18,1.6,1.6
16,3,5.3,3.7
11,8,1.4,1.4
15,8,1.9,1.8
1,1,1.0,1.0
1,1,1.0,1.0
23,12,1.9,1.8
132,50,2.6,1.9
22,6,3.7,1.8
8,6,1.3,1.3
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
3,2,1.5,1.5
11,5,2.2,2.2
4,3,1.3,1.3
7,3,2.3,2.3
18,12,1.5,1.5
1,1,1.0,1.0
68,13,5.2,2.9
11,6,1.8,1.8
11,7,1.6,1.4
6,2,3.0,2.0
1,1,1.0,1.0
282,71,4.0,2.4
4,4,1.0,1.0
1,1,1.0,1.0
10,5,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.2
13,13,1.0,1.0
4,3,1.3,1.3
7,6,1.2,1.2
8,6,1.3,1.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
89,31,2.9,1.9
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
2,2,1.0,1.0
30,15,2.0,1.7
8,4,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
34,12,2.8,1.6
5,5,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.6
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
30,27,1.1,1.1
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
32,20,1.6,1.5
65,24,2.7,2.0
1,1,1.0,1.0
119,66,1.8,1.5
16,9,1.8,1.7
2,2,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
8,6,1.3,1.2
19,15,1.3,1.3
1,1,1.0,1.0
41,14,2.9,2.1
14,3,4.7,3.7
48,21,2.3,1.8
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
20,13,1.5,1.5
1,1,1.0,1.0
5,5,1.0,1.0
125,66,1.9,1.4
1,1,1.0,1.0
6,5,1.2,1.2
57,20,2.8,1.8
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
4,2,2.0,1.5
7,4,1.8,1.8
2,2,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
4,3,1.3,1.3
1,1,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
13,7,1.9,1.4
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.5
17,13,1.3,1.2
2,1,2.0,2.0
1,1,1.0,1.0
11,5,2.2,1.6
39,5,7.8,6.2
8,6,1.3,1.3
17,5,3.4,2.4
138,35,3.9,2.0
1,1,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.3
10,5,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
18,18,1.0,1.0
2,2,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
10,7,1.4,1.4
240,97,2.5,1.6
2,2,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
18,9,2.0,1.9
12,11,1.1,1.1
6,6,1.0,1.0
1,1,1.0,1.0
15,11,1.4,1.4
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
9,6,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.7
14,6,2.3,2.3
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.2
4,4,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
7,5,1.4,1.4
2,2,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
99,75,1.3,1.1
151,33,4.6,2.6
11,11,1.0,1.0
6,6,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
5,5,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
6,1,6.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
20,13,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
10,8,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
11,10,1.1,1.1
29,16,1.8,1.8
2,2,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
65,47,1.4,1.3
2,1,2.0,2.0
3,3,1.0,1.0
9,8,1.1,1.1
3,3,1.0,1.0
51,24,2.1,1.8
4,3,1.3,1.3
4,4,1.0,1.0
17,8,2.1,2.1
1,1,1.0,1.0
23,10,2.3,2.1
2,2,1.0,1.0
7,5,1.4,1.4
9,4,2.2,1.5
1,1,1.0,1.0
88,58,1.5,1.5
8,7,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
89,49,1.8,1.6
10,6,1.7,1.3
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
373,131,2.8,1.8
13,6,2.2,1.5
1,1,1.0,1.0
24,9,2.7,2.3
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
6,3,2.0,2.0
11,4,2.8,2.5
8,6,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
6,4,1.5,1.5
19,6,3.2,2.3
1,1,1.0,1.0
18,8,2.2,2.1
3,3,1.0,1.0
1,1,1.0,1.0
6,5,1.2,1.2
2,1,2.0,2.0
1,1,1.0,1.0
3,1,3.0,3.0
2,2,1.0,1.0
5,5,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
12,10,1.2,1.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,9,1.7,1.7
1,1,1.0,1.0
60,17,3.5,2.4
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
5,3,1.7,1.3
2,2,1.0,1.0
3,2,1.5,1.5
18,8,2.2,2.0
56,31,1.8,1.5
2,1,2.0,2.0
10,6,1.7,1.5
8,8,1.0,1.0
1,1,1.0,1.0
302,191,1.6,1.3
3,2,1.5,1.5
1,1,1.0,1.0
4,4,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
7,3,2.3,2.0
3,3,1.0,1.0
6,5,1.2,1.2
6,4,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,12,1.0,1.0
6,6,1.0,1.0
11,6,1.8,1.5
1,1,1.0,1.0
1,1,1.0,1.0
44,7,6.3,3.6
5,5,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
16,10,1.6,1.4
1,1,1.0,1.0
2,2,1.0,1.0
6,3,2.0,2.0
19,5,3.8,2.4
1,1,1.0,1.0
19,13,1.5,1.4
1,1,1.0,1.0
2,1,2.0,2.0
11,6,1.8,1.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
7,2,3.5,2.5
21,6,3.5,2.3
6,4,1.5,1.5
1,1,1.0,1.0
2,2,1.0,1.0
5,3,1.7,1.7
2,2,1.0,1.0
21,10,2.1,1.9
17,3,5.7,4.3
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
40,22,1.8,1.5
3,3,1.0,1.0
3,2,1.5,1.5
3,2,1.5,1.5
2,2,1.0,1.0
2,2,1.0,1.0
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,7,1.7,1.3
3,2,1.5,1.5
4,2,2.0,2.0
3,3,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
18,12,1.5,1.3
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
149,93,1.6,1.2
4,2,2.0,2.0
1,1,1.0,1.0
16,9,1.8,1.7
2,1,2.0,2.0
8,6,1.3,1.2
48,12,4.0,2.4
7,7,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
40,16,2.5,1.9
37,14,2.6,2.6
1,1,1.0,1.0
3,3,1.0,1.0
9,6,1.5,1.3
1,1,1.0,1.0
4,2,2.0,1.5
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
20,5,4.0,3.4
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
20,9,2.2,1.7
1,1,1.0,1.0
8,4,2.0,1.5
2,2,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
7,2,3.5,3.0
10,5,2.0,1.8
33,7,4.7,3.7
1,1,1.0,1.0
2,1,2.0,2.0
69,33,2.1,1.5
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
20,9,2.2,1.6
2,1,2.0,2.0
1,1,1.0,1.0
8,8,1.0,1.0
18,7,2.6,2.6
10,8,1.2,1.2
46,4,11.5,5.5
1,1,1.0,1.0
10,6,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
34,22,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
15,5,3.0,2.0
5,5,1.0,1.0
4,3,1.3,1.3
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
31,21,1.5,1.3
1,1,1.0,1.0
17,3,5.7,3.7
3,1,3.0,3.0
1,1,1.0,1.0
4,4,1.0,1.0
12,9,1.3,1.2
1,1,1.0,1.0
2,1,2.0,2.0
5,5,1.0,1.0
12,10,1.2,1.2
9,3,3.0,2.3
16,13,1.2,1.2
10,8,1.2,1.2
19,13,1.5,1.3
6,3,2.0,1.7
1,1,1.0,1.0
9,7,1.3,1.3
10,4,2.5,2.5
5,5,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
4,3,1.3,1.3
14,9,1.6,1.4
1,1,1.0,1.0
10,6,1.7,1.3
5,5,1.0,1.0
1,1,1.0,1.0
26,13,2.0,1.7
1,1,1.0,1.0
15,6,2.5,2.3
9,6,1.5,1.5
57,15,3.8,2.3
79,13,6.1,3.1
22,8,2.8,1.8
4,1,4.0,4.0
16,6,2.7,2.3
9,7,1.3,1.3
10,2,5.0,5.0
1,1,1.0,1.0
12,4,3.0,2.5
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,3,2.3,2.3
4,4,1.0,1.0
2,1,2.0,2.0
13,3,4.3,4.3
6,5,1.2,1.2
1,1,1.0,1.0
3,3,1.0,1.0
9,4,2.2,1.8
7,1,7.0,7.0
5,5,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,3,2.0,1.7
4,4,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
9,4,2.2,2.2
1,1,1.0,1.0
3,3,1.0,1.0
15,7,2.1,2.1
2,2,1.0,1.0
4,4,1.0,1.0
10,5,2.0,2.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
10,5,2.0,1.4
9,5,1.8,1.6
17,4,4.2,3.0
1,1,1.0,1.0
5,4,1.2,1.2
13,6,2.2,2.0
2,1,2.0,2.0
2,1,2.0,2.0
12,9,1.3,1.2
8,6,1.3,1.3
1,1,1.0,1.0
8,7,1.1,1.1
3,3,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
7,3,2.3,1.7
2,1,2.0,2.0
16,15,1.1,1.1
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
47,15,3.1,2.7
3,3,1.0,1.0
6,4,1.5,1.2
1,1,1.0,1.0
3,1,3.0,2.0
9,5,1.8,1.8
2,1,2.0,2.0
1,1,1.0,1.0
35,7,5.0,3.1
21,6,3.5,3.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
10,5,2.0,2.0
7,4,1.8,1.8
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
24,4,6.0,3.2
6,6,1.0,1.0
35,11,3.2,2.8
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
16,5,3.2,2.2
1,1,1.0,1.0
24,7,3.4,2.7
22,10,2.2,2.1
6,2,3.0,3.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,6,2.0,1.8
6,2,3.0,3.0
2,1,2.0,2.0
1,1,1.0,1.0
8,4,2.0,2.0
12,5,2.4,2.0
2,2,1.0,1.0
2,2,1.0,1.0
6,1,6.0,5.0
7,4,1.8,1.8
9,8,1.1,1.1
3,3,1.0,1.0
51,14,3.6,2.4
2,2,1.0,1.0
37,11,3.4,2.5
2,2,1.0,1.0
41,15,2.7,2.1
1,1,1.0,1.0
109,63,1.7,1.4
5,1,5.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
5,5,1.0,1.0
3,2,1.5,1.5
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
13,3,4.3,2.3
1,1,1.0,1.0
1,1,1.0,1.0
72,17,4.2,2.8
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
26,19,1.4,1.3
3,3,1.0,1.0
2,2,1.0,1.0
18,12,1.5,1.4
23,12,1.9,1.8
7,2,3.5,3.5
1,1,1.0,1.0
16,9,1.8,1.6
22,15,1.5,1.3
4,2,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
62,15,4.1,2.7
9,7,1.3,1.1
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
6,2,3.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
13,7,1.9,1.6
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
47,15,3.1,2.3
17,5,3.4,2.2
20,7,2.9,2.1
14,7,2.0,1.7
2,2,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
20,8,2.5,2.0
3,2,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
25,11,2.3,1.9
7,3,2.3,2.0
1,1,1.0,1.0
1,1,1.0,1.0
12,4,3.0,3.0
5,2,2.5,2.5
2,2,1.0,1.0
3,1,3.0,3.0
32,6,5.3,3.7
3,2,1.5,1.5
1,1,1.0,1.0
13,4,3.2,2.2
78,17,4.6,2.8
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
39,10,3.9,2.9
3,3,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
24,15,1.6,1.5
1,1,1.0,1.0
92,36,2.6,2.0
3,1,3.0,3.0
10,3,3.3,3.3
886,745,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
11,6,1.8,1.7
18,8,2.2,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
13,5,2.6,2.6
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
15,7,2.1,2.0
1,1,1.0,1.0
1,1,1.0,1.0
11,6,1.8,1.8
1,1,1.0,1.0
1,1,1.0,1.0
10,8,1.2,1.1
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
4,3,1.3,1.3
185,29,6.4,2.5
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
11,7,1.6,1.1
26,4,6.5,3.0
13,8,1.6,1.6
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
13,9,1.4,1.3
54,10,5.4,3.2
20,8,2.5,2.4
1,1,1.0,1.0
8,6,1.3,1.3
20,14,1.4,1.4
7,2,3.5,3.5
3,2,1.5,1.5
4,2,2.0,2.0
20,5,4.0,2.8
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
111,59,1.9,1.4
1,1,1.0,1.0
2,2,1.0,1.0
9,6,1.5,1.2
5,4,1.2,1.2
10,6,1.7,1.5
38,15,2.5,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
21,7,3.0,2.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
31,4,7.8,6.8
1,1,1.0,1.0
10,7,1.4,1.4
1,1,1.0,1.0
1,1,1.0,1.0
7,4,1.8,1.8
1,1,1.0,1.0
6,3,2.0,2.0
10,10,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
53,35,1.5,1.4
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
33,12,2.8,2.0
5,4,1.2,1.2
1,1,1.0,1.0
26,5,5.2,2.8
1,1,1.0,1.0
1,1,1.0,1.0
8,4,2.0,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,7,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
3,3,1.0,1.0
17,6,2.8,2.5
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
5,3,1.7,1.7
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
18,17,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,3,2.0,2.0
16,10,1.6,1.5
1,1,1.0,1.0
5,3,1.7,1.7
